Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
QCmission_ChiefOfPoliceOffer,Quest,Challenge Info,,,"After defeating the mutated giant police chief, calm the anxiety of the place.",,,,,,突然変異後、警察署長はより残忍で巨大になり、あらゆる生き物を絶えず食い尽くし、それが続くと人類は食糧危機に直面し、ボランティアに打ち負かされることを望んでいます。,,,,,,异化后的警察局局长后变得更加残暴、巨大，不断的吞食任何生物，再继续下去的话，人类将面临粮食危机，希望能有自告奋勇的勇者将他打败。,異化後的警察局局長後變得更加殘暴、巨大，不斷的吞食任何生物，再繼續下去的話，人類將面臨糧食危機，希望能有自告奮勇的勇者將他打敗。,
QCmission_ChiefOfPoliceSubtitle,Quest,Challenge Info,,,Kill the specified target(The target that explodes is not counted in the number of kills),,,,,,指定されたターゲットを殺す（爆発するターゲットはキル数にカウントされません）,,,,,,击杀指定的目标（自爆的目标不计算在击杀数内）,擊殺指定的目標（自爆的目標不計算在擊殺數內）,
QCmission_GasPurgingPersonnelName,Quest,Challenge Info,,,Challenge the purification staff who spread unknown gas,,,,,,未知のガスを広める浄化スタッフに挑戦,,,,,,讨伐散佈不明气体的气体淨化人员,討伐散佈不明氣體的氣體淨化人員,
QCmission_GasPurgingPersonnelOffer,Quest,Challenge Info,,,"The cleaning staff responsible for cleaning up unidentified gases in the area have been infected and become extremely large, and now they are in turn spreading more toxic gases. I hope you can help residents in the area solve this problem.",,,,,,地域の未確認ガスの浄化を担当する清掃員が感染して非常に大きくなり、今では有毒ガスが拡散しているので、地域住民の方々のご協力をお願いします。,,,,,,负责清理地区不明气体的清洁人员受到感染而变得异常巨大，现在反过来散佈更多的有毒气体，希望你能帮助该地区居民解决这个问题。,負責清理地區不明氣體的清潔人員受到感染而變得異常巨大，現在反過來散佈更多的有毒氣體，希望你能幫助該地區居民解決這個問題。,
QCmission_GasPurgingPersonnelSubtitle,Quest,Challenge Info,,,Kill the specified target,,,,,,指定されたターゲットを殺す,,,,,,击杀指定的目标,擊殺指定的目標,
QCmission_PresidentOfTheGamesName,Quest,Challenge Info,,,Challenge the president of the National Games,,,,,,全国大会の会長に挑戦する,,,,,,讨伐全国运动会的会长,討伐全國運動會的會長,
QCmission_PresidentOfTheGamesOffer,Quest,Challenge Info,,,"After being infected, the president of the National Games suddenly became very huge and his personality was extremely irritable. Other athletes were very afraid that they would be the next victim. I hope you can help these athletes solve their problems.",,,,,,感染後、全国大会の会長が急に大きくなり、性格が非常に苛立ち、他の選手は次の犠牲者になるのではないかと恐れていたので、この選手の問題解決にご協力いただければ幸いです。,,,,,,全国运动会的会长在受到感染后，突然变得非常巨大，性格也异常暴燥，其他的运动员都非常害怕会是下一个受害者，希望你能帮助这些运动员解决问题。,全國運動會的會長在受到感染後，突然變得非常巨大，性格也異常暴燥，其他的運動員都非常害怕會是下一個受害者，希望你能幫助這些運動員解決問題。,
QCmission_PresidentOfTheGamesSubtitle,Quest,Challenge Info,,,Kill the specified target,,,,,,指定されたターゲットを殺す,,,,,,击杀指定的目标,擊殺指定的目標,
QCmission_ForemanLumberjackName,Quest,Challenge Info,,,The foreman of the lumberjack who challenges deforestation,,,,,,森林伐採に挑戦する木こりの職長,,,,,,讨伐滥垦滥伐的伐木工人领班,討伐濫墾濫伐的伐木工人領班,
QCmission_ForemanLumberjackOffer,Quest,Challenge Info,,,"Since the foreman of the lumberjack went alone to explore the environment in the forest, he has never returned. Recently, trees in certain areas have been destroyed, collapsed, cracked and broken, not like manual felling, I hope you can Go to solve this problem.",,,,,,木こりの職長が一人で森の環境を探検して以来、二度と戻ってこないのですが、最近、手作業による伐採とは異なり、一部の地域の木々が破壊、倒壊、ひび割れ、折れているので、よろしくお願いします この問題を解決するために行ってください。,,,,,,自从伐木工人领班独自前往森林裡探查环境后，就再也没有回来过，而最近發生某些地区的树木都被破坏，倒的倒，破裂的破裂，不像是人工砍伐的样子，希望你能前往解决这个问题。,自從伐木工人領班獨自前往森林裡探查環境後，就再也沒有回來過，而最近發生某些地區的樹木都被破壞，倒的倒，破裂的破裂，不像是人工砍伐的樣子，希望你能前往解決這個問題。,
QCmission_ForemanLumberjackSubtitle,Quest,Challenge Info,,,Kill the specified target,,,,,,指定されたターゲットを殺す,,,,,,击杀指定的目标,擊殺指定的目標,
QCmission_HandicappedName,Quest,Challenge Info,,,The disabled who challenged arson,,,,,,アーソンに挑戦した障害者,,,,,,讨伐四处纵火的伤残人士,討伐四處縱火的傷殘人士,
QCmission_HandicappedOffer,Quest,Challenge Info,,,"People in certain areas have been mutated by environmental pollution. People who have been burned have become extremely large and possess special abilities. However, they set fire everywhere, as if they were revenge for what they had suffered before they died. I hope you can help the people. The local people solve this problem.",,,,,,一部の地域の人々は環境汚染によって変化し、火傷を負った人々は非常に大きくなり、特別な能力を持っていますが、彼らは死ぬ前に苦しんでいたことへの復讐のように至る所で発砲します。あなたが人々を助けてくれることを願っています。 地元の人々はこの問題を解決します。,,,,,,某些地区的民众受到环境的汙染而發生变异，曾经受到烧伤的民众也变得异常巨大，并拥有特殊的能力，他们却到处放火，彷彿在报復生前所受到的事情一样，希望你能帮助该地区民众解决这问题。,某些地區的民眾受到環境的污染而發生變異，曾經受到燒傷的民眾也變得異常巨大，並擁有特殊的能力，他們卻到處放火，彷彿在報復生前所受到的事情一樣，希望你能幫助該地區民眾解決這問題。,
QCmission_HandicappedSubtitle,Quest,Challenge Info,,,Kill the specified target,,,,,,指定されたターゲットを殺す,,,,,,击杀指定的目标,擊殺指定的目標,
QCmission_MutantsName,Quest,Challenge Info,,,The mutant who challenged the lab to escape,,,,,,ラボに脱出を挑んだミュータント,,,,,,讨伐实验室逃出的变种人,討伐實驗室逃出的變種人,
QCmission_MutantsOffer,Quest,Challenge Info,,,"The laboratory of a certain company is conducting research on the mutant people. One day, when the subject ""mutant"" escaped, the company issued an announcement hoping that someone could eliminate the mutant.",,,,,,ある会社の研究所がミュータントの人々の研究を行っているところ、ある日、「ミュータント」という題名が逃げ出したとき、その会社は誰かがミュータントを排除できることを期待して発表した。,,,,,,某公司的实验室在对变异的民众进行研究，在某天發生实验对象「变种人」逃脱的情形，该公司發出公告，希望有人能将此变种人消灭。,某公司的實驗室在對變異的民眾進行研究，在某天發生實驗對象「變種人」逃脫的情形，該公司發出公告，希望有人能將此變種人消滅。,
QCmission_MutantsSubtitle,Quest,Challenge Info,,,Kill the specified target,,,,,,指定されたターゲットを殺す,,,,,,击杀指定的目标,擊殺指定的目標,
QCmission_DemolitionWorkerName,Quest,Challenge Info,,,Challenge the demolition workers who are unwilling to resign,,,,,,辞任を望まない解体労働者に挑戦する,,,,,,讨伐不甘心辞职的拆除工人,討伐不甘心辭職的拆除工人,
QCmission_DemolitionWorkerOffer,Quest,Challenge Info,,,"The demolition worker who was resigned because of his laziness at work also mutated after being attacked by mutants on his way home. In order to retaliate for his resignation, he went everywhere to sabotage. I hope someone can help the people in this area solve this problem.",,,,,,仕事の怠惰で辞任した解体作業員も、帰宅途中にミュータントに襲われてミューテーションを起こし、辞任の報復として、地域の人々がこの問題を解決する手助けをしてくれることを期待して、いたるところに妨害を行った。,,,,,,因为工作偷懒而被辞职的拆除工人，在回家途中遭遇变种人的攻击后也發生变异，他为了报復被辞职的事情，到处进行破坏，希望有人能帮助该地区民众解决这个问题。,因為工作偷懶而被辭職的拆除工人，在回家途中遭遇變種人的攻擊後也發生變異，他為了報復被辭職的事情，到處進行破壞，希望有人能幫助該地區民眾解決這個問題。,
QCmission_DemolitionWorkerSubtitle,Quest,Challenge Info,,,Kill the specified target,,,,,,指定されたターゲットを殺す,,,,,,击杀指定的目标,擊殺指定的目標,
QCmission_PyromaniaName,Quest,Challenge Info,,,Arsonist trials,,,,,,放火犯の試練,,,,,,纵火狂魔的试炼,縱火狂魔的試煉,
QCmission_PyromaniaOffer,Quest,Challenge Info,,,"The arsonist is always looking for a successor, do you have that kind of potential?",,,,,,アーソニストは常に後継者を探していますが、そのような可能性はありますか？,,,,,,纵火狂魔一直在寻找接班人，你是不是有那种潜力呢！？,縱火狂魔一直在尋找接班人，你是不是有那種潛力呢！？,
QCmission_PyromaniaSubtitle,Quest,Challenge Info,,,Kill 20 normal elemental zombies,,,,,,通常のエレメンタルゾンビを20体倒す,,,,,,杀死10隻普通型态的元素殭尸,殺死10隻普通型態的元素殭屍,
QCmission_TexasChainsawMassacreName,Quest,Challenge Info,,,Texas Chainsaw Murder Exam,,,,,,テキサスチェーンソー殺人試験,,,,,,德州电锯杀人魔的试炼,德州電鋸殺人魔的試煉,
QCmission_TexasChainsawMassacreOffer,Quest,Challenge Info,,,"After Ed Gane's death, the soul is unwilling to remain, and is trying to find someone to replace him. Will you be the next?",,,,,,エド・ゲーンの魂は彼の死後も留まることを望まず、彼に代わる誰かを見つけようとしています。あなたは次の人になりますか？,,,,,,艾德·盖恩死后的灵魂不甘寂莫，正在极力寻找能代替他的人，你会是下一个吗？,艾德·蓋恩死後的靈魂不甘寂莫，正在極力尋找能代替他的人，你會是下一個嗎？,
